symbol,entry_utc,exit_utc,entry_price,exit_price,size_usd,qty,duration_h,exit_reason,signals,ad_class,peak_pct,net_pnl,pnl_pct
XLMUSDT,2025-06-11 20:00,2025-06-12 20:14,0.2783,0.2695,717.85,2579.41471411945,24.25,TIME_24H,MACD+RSI,ad_full,0.72,-23.7586,-3.31
YFIUSDT,2025-06-11 20:00,2025-06-12 20:14,5608.0,5383.679999999999,717.85,0.128004835046263,24.25,STOP_LOSS,MACD+RSI,ad_full,0.41,-29.7693,-4.147
ETHUSDT,2025-06-13 00:00,2025-06-13 00:14,2642.65,2536.944,730.42,0.2763950326235487,0.25,STOP_LOSS,RSI+OBV,ad_A_only,0.11,-30.2903,-4.147
ONDOUSDT,2025-06-13 00:00,2025-06-13 00:14,0.8135,0.78096,730.42,897.867649616006,0.25,STOP_LOSS,MACD+RSI,ad_D_only,0.06,-30.2903,-4.147
SUSHIUSDT,2025-06-13 00:00,2025-06-13 00:14,0.66,0.6336,730.42,1106.6898984282134,0.25,STOP_LOSS,MACD,ad_D_only,0.0,-30.2903,-4.147
XRPUSDT,2025-06-13 00:00,2025-06-13 00:44,2.1899,2.102304,730.42,333.5382131433494,0.75,STOP_LOSS,MACD+RSI,ad_D_only,0.09,-30.2903,-4.147
FORMUSDT,2025-06-13 16:00,2025-06-14 16:14,2.7077,2.6677,1405.75,519.1670988158754,24.25,TIME_24H,MACD,ad_A_only,0.34,-22.8597,-1.626
UNIUSDT,2025-06-16 08:00,2025-06-16 14:29,7.638,7.8213799999999996,1389.09,181.86569672701688,6.5,TRAILING,RSI,ad_full,4.49,31.2419,2.249
ICPUSDT,2025-06-16 08:00,2025-06-16 23:59,5.662,5.4355199999999995,1389.09,245.33560430959997,16.0,STOP_LOSS,RSI,ad_full,1.7,-57.6056,-4.147
LPTUSDT,2025-06-16 16:00,2025-06-16 23:59,6.839,6.56544,474.11,69.3238510988476,8.0,STOP_LOSS,RSI,ad_A_only,2.16,-19.6612,-4.147
TRBUSDT,2025-06-16 16:00,2025-06-17 00:14,43.24,41.5104,945.07,21.856410483947716,8.25,STOP_LOSS,MACD,ad_A_only,2.45,-39.1921,-4.147
PARTIUSDT,2025-06-17 04:00,2025-06-17 10:14,0.2397,0.23011199999999998,1351.71,5639.1756725319565,6.25,STOP_LOSS,MACD,ad_D_only,0.13,-56.0554,-4.147
JTOUSDT,2025-06-17 12:00,2025-06-17 16:14,2.283,2.19168,1323.68,579.7996904868124,4.25,STOP_LOSS,RSI+OBV,ad_full,0.66,-54.8931,-4.147
PENDLEUSDT,2025-06-18 00:00,2025-06-18 06:14,3.927,3.76992,1296.24,330.083048824581,6.25,STOP_LOSS,MACD,ad_A_only,2.09,-53.7549,-4.147
MAGICUSDT,2025-06-18 04:00,2025-06-18 05:44,0.155,0.156996,1285.55,8293.844066472233,1.75,TRAILING,MACD,ad_full,3.35,14.6138,1.137
UNIUSDT,2025-06-19 04:00,2025-06-19 11:14,7.672,7.79198,1276.67,166.40583493029396,7.25,TRAILING,RSI,ad_full,3.64,18.0354,1.413
QUICKUSDT,2025-06-20 12:00,2025-06-20 21:29,0.02462,0.0236352,1285.68,52221.0912036542,9.5,STOP_LOSS,RSI+OBV,ad_D_only,0.93,-53.3173,-4.147
SEIUSDT,2025-06-21 04:00,2025-06-21 09:14,0.221,0.224322,1259.02,5696.943995136619,5.25,TRAILING,MACD,ad_full,3.57,17.0225,1.352
RVNUSDT,2025-06-22 00:00,2025-06-22 13:29,0.01541,0.014793599999999999,1267.54,82254.11300882147,13.5,STOP_LOSS,MACD+RSI,ad_A_only,1.56,-52.5647,-4.147
GNSUSDT,2025-06-22 08:00,2025-06-22 08:14,1.558,1.8623999999999998,698.26,448.17883826472735,0.25,SMART_TP_TRAIL,MACD,ad_full,23.23,135.2759,19.373
GPSUSDT,2025-06-22 08:00,2025-06-22 12:29,0.0279,0.026784,558.82,20029.377970324964,4.5,STOP_LOSS,RSI+OBV,ad_full,0.0,-23.1743,-4.147
BMTUSDT,2025-06-22 12:00,2025-06-22 22:14,0.1252,0.127694,832.61,6650.269388475827,10.25,TRAILING,RSI+OBV,ad_full,4.07,15.3244,1.841
TUSDT,2025-06-23 04:00,2025-06-23 08:59,0.01763,0.0169248,1304.97,74019.65786621383,5.0,STOP_LOSS,RSI+OBV,ad_full,2.67,-54.117,-4.147
JTOUSDT,2025-06-23 08:00,2025-06-23 14:44,1.995,2.0237,647.1,324.361970980533,6.75,TRAILING,RSI+OBV,ad_A_only,3.51,8.3316,1.288
BCHUSDT,2025-06-23 08:00,2025-06-24 00:44,454.0,460.59999999999997,647.1,1.4253350927448531,16.75,TRAILING,RSI+OBV,ad_full,3.52,8.4295,1.303
BTCUSDT,2025-06-24 00:00,2025-06-25 00:14,105333.93,106438.21,953.47,0.009051910118391163,24.25,TIME_24H,RSI,ad_A_only,1.06,8.5581,0.898
WBTCUSDT,2025-06-24 00:00,2025-06-25 00:14,105305.21,106383.66,953.47,0.009054378855299812,24.25,TIME_24H,RSI,ad_A_only,1.02,8.3272,0.873
BCHUSDT,2025-06-24 12:00,2025-06-25 01:14,465.5,483.924,654.56,1.4061411052340163,13.25,TRAILING,RSI+OBV,ad_full,6.08,24.9055,3.805
MBLUSDT,2025-06-25 08:00,2025-06-26 08:14,0.002264,0.002251,1307.18,577378.0925087016,24.25,TIME_24H,RSI+OBV,ad_D_only,0.4,-9.4611,-0.724
LTCUSDT,2025-06-26 12:00,2025-06-27 12:14,84.92,84.4,1302.45,15.337417222745115,24.25,TIME_24H,RSI+OBV,ad_D_only,0.86,-9.9232,-0.762
BNBUSDT,2025-06-26 16:00,2025-06-27 16:14,645.0,646.1,1291.71,2.0026540970136715,24.25,TIME_24H,RSI,ad_A_only,0.47,0.2637,0.02
BTCUSDT,2025-06-27 16:00,2025-06-28 16:14,107308.25,107431.48,1292.58,0.01204544434181671,24.25,TIME_24H,RSI,ad_full,0.37,-0.4556,-0.035
WBTCUSDT,2025-06-27 20:00,2025-06-28 20:14,106750.5,107114.69,1291.97,0.012102743854716175,24.25,TIME_24H,RSI,ad_full,0.73,2.4664,0.191
SUPERUSDT,2025-06-29 12:00,2025-06-29 22:29,0.6676,0.676592,939.88,1407.8524967739659,10.5,TRAILING,RSI,ad_D_only,3.42,11.2401,1.196
KAIAUSDT,2025-06-29 16:00,2025-06-30 06:44,0.1708,0.163968,1298.28,7601.1516052578745,14.75,STOP_LOSS,RSI+OBV,ad_A_only,0.88,-53.8395,-4.147
CAKEUSDT,2025-06-30 00:00,2025-07-01 00:14,2.304,2.348,649.73,282.0029888108376,24.25,TIME_24H,RSI,ad_full,2.6,11.4242,1.758
BNBUSDT,2025-06-30 00:00,2025-07-01 00:14,654.9,658.38,649.73,0.9921131260042295,24.25,TIME_24H,RSI,ad_full,0.78,2.4754,0.381
PENGUUSDT,2025-07-01 00:00,2025-07-01 00:59,0.014724,0.01492344,414.88,28177.08427220231,1.0,TRAILING,RSI+OBV,ad_full,3.42,4.9931,1.204
ARBUSDT,2025-07-01 00:00,2025-07-01 04:29,0.3453,0.331488,414.88,1201.5041668807032,4.5,STOP_LOSS,MACD,ad_full,0.46,-17.205,-4.147
WBTCUSDT,2025-07-01 00:00,2025-07-02 00:14,107134.9,105696.96,414.88,0.003872495226335273,24.25,TIME_24H,RSI,ad_full,0.34,-6.1866,-1.491
LTCUSDT,2025-07-01 08:00,2025-07-01 21:14,86.66,83.19359999999999,1065.79,12.298469980082343,13.25,STOP_LOSS,RSI+OBV,ad_D_only,0.0,-44.1981,-4.147
SOLVUSDT,2025-07-01 08:00,2025-07-02 08:14,0.04561,0.04497,1065.79,23367.362606313,24.25,TIME_24H,RSI+OBV,ad_A_only,0.79,-16.5426,-1.552
BTCUSDT,2025-07-02 00:00,2025-07-03 00:14,105681.14,108902.74,1020.96,0.009660727439190787,24.25,TIME_24H,RSI,ad_full,3.83,29.5682,2.896
SEIUSDT,2025-07-02 16:00,2025-07-02 22:59,0.2824,0.28527800000000003,1244.33,4406.256244727278,7.0,TRAILING,RSI+OBV,ad_full,3.08,10.8052,0.868
PENDLEUSDT,2025-07-03 00:00,2025-07-03 11:29,3.525,3.58974,489.71,138.92473495972,11.5,TRAILING,RSI+OBV,ad_D_only,3.91,8.2527,1.685
APEUSDT,2025-07-03 00:00,2025-07-04 00:14,0.6331,0.6306,489.71,773.5108051382294,24.25,TIME_24H,RSI+OBV,ad_full,1.78,-2.6669,-0.545
LPTUSDT,2025-07-03 00:00,2025-07-04 00:14,6.315,6.268,489.71,77.54706108202899,24.25,TIME_24H,RSI+OBV,ad_D_only,1.82,-4.3765,-0.894
BNBUSDT,2025-07-03 08:00,2025-07-04 08:14,662.77,655.11,1050.08,1.5843794402311004,24.25,TIME_24H,RSI,ad_full,0.27,-13.7024,-1.305
BANANAS31USDT,2025-07-03 16:00,2025-07-04 01:59,0.013777,0.014043400000000001,497.51,36111.832724377935,10.0,TRAILING,RSI+OBV,ad_full,4.01,8.8667,1.782
ZECUSDT,2025-07-04 04:00,2025-07-04 16:14,40.95,39.312000000000005,739.74,18.064473107165366,12.25,STOP_LOSS,MACD,ad_D_only,2.81,-30.677,-4.147
BONKUSDT,2025-07-04 04:00,2025-07-04 16:14,1.681e-05,1.61376e-05,739.74,44005959.1753969,12.25,STOP_LOSS,MACD,ad_full,2.32,-30.677,-4.147
LQTYUSDT,2025-07-05 08:00,2025-07-05 17:29,1.202,1.1539199999999998,629.07,523.3546038011443,9.5,STOP_LOSS,RSI,ad_A_only,1.83,-26.0876,-4.147
1000CHEEMSUSDT,2025-07-06 00:00,2025-07-07 00:14,0.001426,0.001395,1219.36,855092.7713525783,24.25,TIME_24H,RSI,ad_D_only,1.26,-28.317,-2.322
PENDLEUSDT,2025-07-06 08:00,2025-07-07 06:44,3.321,3.4006000000000003,1209.31,364.1391094539733,22.75,TRAILING,RSI+OBV,ad_D_only,4.49,27.1498,2.245
BTCUSDT,2025-07-07 04:00,2025-07-08 04:14,109389.47,107821.18,595.58,0.005444577784080757,24.25,TIME_24H,RSI,ad_full,0.05,-9.4256,-1.583
WBTCUSDT,2025-07-07 04:00,2025-07-08 04:14,109296.93,107762.24,595.58,0.005449187622876219,24.25,TIME_24H,RSI,ad_full,0.07,-9.2499,-1.553
KAIAUSDT,2025-07-07 08:00,2025-07-08 08:14,0.1518,0.1498,1218.33,8025.90234279094,24.25,TIME_24H,MACD,ad_A_only,0.4,-17.8673,-1.467
BONKUSDT,2025-07-08 08:00,2025-07-08 11:59,2.329e-05,2.23584e-05,396.86,17039769.040205687,4.0,STOP_LOSS,RSI+OBV,ad_full,1.12,-16.4576,-4.147
PENDLEUSDT,2025-07-08 08:00,2025-07-08 21:14,3.373,3.42706,396.86,117.65675094764022,13.25,TRAILING,RSI+OBV,ad_D_only,3.68,5.7605,1.452
BNBUSDT,2025-07-08 08:00,2025-07-09 08:14,659.81,662.56,396.86,0.6014704550497727,24.25,TIME_24H,RSI,ad_full,0.72,1.0575,0.266
FLOKIUSDT,2025-07-08 12:00,2025-07-08 13:59,8.446e-05,8.6387e-05,1191.98,14112962.301187051,2.0,TRAILING,MACD,ad_full,4.37,25.3873,2.13
SEIUSDT,2025-07-09 00:00,2025-07-09 18:14,0.2606,0.263522,1207.7,4634.318905824546,18.25,TRAILING,MACD,ad_A_only,3.18,11.7198,0.97
PENDLEUSDT,2025-07-09 12:00,2025-07-09 20:14,3.457,3.7142,599.55,173.42976985700426,8.25,TRAILING,RSI+OBV,ad_D_only,9.63,43.6734,7.284
CRVUSDT,2025-07-09 12:00,2025-07-10 12:14,0.552,0.559776,599.55,1086.1353521660574,24.25,TRAILING,MACD,ad_D_only,3.48,7.5401,1.258
COMPUSDT,2025-07-10 00:00,2025-07-10 21:44,45.85,47.333999999999996,1235.85,26.954260036406684,21.75,TRAILING,MACD+RSI,ad_A_only,5.34,38.1163,3.084
SEIUSDT,2025-07-10 04:00,2025-07-10 14:14,0.2656,0.274596,313.06,1178.6780841916886,10.25,TRAILING,MACD,ad_A_only,5.5,10.1259,3.235
BOMEUSDT,2025-07-10 04:00,2025-07-10 16:29,0.001707,0.00174048,313.06,183395.95732941566,12.5,TRAILING,MACD,ad_full,4.04,5.6659,1.81
CRVUSDT,2025-07-10 20:00,2025-07-10 21:29,0.578,0.585354,1247.28,2157.9241403361025,1.5,TRAILING,MACD,ad_D_only,3.34,13.9866,1.121
REZUSDT,2025-07-11 00:00,2025-07-11 00:14,0.01183,0.012397,617.74,52218.443451079416,0.25,TRAILING,MACD,ad_full,6.93,28.659,4.639
GNSUSDT,2025-07-11 00:00,2025-07-11 02:29,1.755,1.8032000000000001,617.74,351.99098918875757,2.5,TRAILING,MACD,ad_A_only,4.84,16.0266,2.594
LISTAUSDT,2025-07-11 00:00,2025-07-11 03:59,0.238,0.253526,617.74,2595.5638068330654,4.0,TRAILING,MACD+RSI,ad_full,8.7,39.3419,6.369
HFTUSDT,2025-07-11 00:00,2025-07-11 06:44,0.0906,0.092218,67.06,740.1753127844219,6.75,TRAILING,MACD,ad_A_only,3.86,1.0961,1.635
APTUSDT,2025-07-11 00:00,2025-07-11 06:59,4.88,4.93136,617.74,126.58692336603883,7.0,TRAILING,MACD,ad_full,3.11,5.57,0.902
PENGUUSDT,2025-07-11 04:00,2025-07-11 04:29,0.022185,0.0212976,968.22,43642.851505145976,0.5,STOP_LOSS,MACD,ad_full,1.14,-40.1519,-4.147
LQTYUSDT,2025-07-11 04:00,2025-07-11 06:14,1.315,1.33574,968.22,736.286433948033,2.25,TRAILING,MACD,ad_A_only,3.65,13.8068,1.426
ASRUSDT,2025-07-11 08:00,2025-07-11 14:14,2.271,2.3079,520.43,229.16282249186293,6.25,TRAILING,MACD,ad_A_only,3.7,7.6691,1.474
SNXUSDT,2025-07-11 08:00,2025-07-11 15:59,0.658,0.6683600000000001,520.43,790.9251821869615,8.0,TRAILING,RSI,ad_full,3.65,7.4072,1.423
ADXUSDT,2025-07-11 08:00,2025-07-11 21:59,0.0942,0.095746,520.43,5524.721548609561,14.0,TRAILING,MACD,ad_full,3.72,7.7542,1.49
UMAUSDT,2025-07-11 08:00,2025-07-12 05:14,1.194,1.14624,520.43,435.86999152346795,21.25,STOP_LOSS,MACD+RSI,ad_full,2.26,-21.5822,-4.147
BTCUSDT,2025-07-11 08:00,2025-07-12 08:14,117526.88,117830.07,520.43,0.0044281680061533215,24.25,TIME_24H,RSI,ad_full,1.14,0.5609,0.108
APTUSDT,2025-07-11 16:00,2025-07-12 13:44,4.95,4.752,527.36,106.53643930350587,21.75,STOP_LOSS,MACD,ad_full,2.87,-21.8694,-4.147
IOTXUSDT,2025-07-11 16:00,2025-07-12 15:14,0.02216,0.021273599999999997,527.36,23797.62520543114,23.25,STOP_LOSS,MACD+RSI,ad_full,2.75,-21.8694,-4.147
LDOUSDT,2025-07-12 00:00,2025-07-12 15:29,0.835,0.8016,527.75,632.0415010397563,15.5,STOP_LOSS,MACD,ad_full,1.68,-21.886,-4.147
RVNUSDT,2025-07-12 08:00,2025-07-12 12:59,0.01477,0.0141792,498.92,33779.420999501956,5.0,STOP_LOSS,MACD,ad_full,0.88,-20.6903,-4.147
IOTAUSDT,2025-07-12 12:00,2025-07-12 15:29,0.1912,0.183552,521.0,2724.9145508906195,3.5,STOP_LOSS,MACD,ad_full,0.26,-21.606,-4.147
SUNUSDT,2025-07-12 16:00,2025-07-13 16:14,0.01843,0.01878,1252.91,67982.27602977067,24.25,TIME_24H,MACD,ad_full,2.39,21.8966,1.748
POLUSDT,2025-07-13 00:00,2025-07-13 17:14,0.2263,0.23049599999999998,1242.58,5490.854334656765,17.25,TRAILING,MACD,ad_full,3.93,21.1585,1.703
1000CATUSDT,2025-07-13 20:00,2025-07-14 00:59,0.008,0.00768,634.83,79353.85761567813,5.0,STOP_LOSS,RSI+OBV,ad_full,2.5,-26.3264,-4.147
GALAUSDT,2025-07-13 20:00,2025-07-14 05:44,0.01737,0.0180418,634.83,36547.54524613846,9.75,TRAILING,RSI+OBV,ad_full,5.99,23.582,3.715
RENDERUSDT,2025-07-13 20:00,2025-07-14 05:59,3.799,3.86414,634.83,167.1047278034812,10.0,TRAILING,RSI+OBV,ad_full,3.79,9.9248,1.563
VETUSDT,2025-07-13 20:00,2025-07-14 05:59,0.02486,0.025254600000000002,634.83,25536.237366268106,10.0,TRAILING,RSI+OBV,ad_full,3.66,9.1168,1.436
ZENUSDT,2025-07-14 04:00,2025-07-14 05:44,8.6,8.7416,303.59,35.301170709617125,1.75,TRAILING,RSI+OBV,ad_full,3.72,4.5395,1.495
WBTCUSDT,2025-07-14 04:00,2025-07-15 04:14,120546.14,116696.84,303.59,0.002518455324265939,24.25,TIME_24H,RSI,ad_full,1.95,-10.1424,-3.341
NOTUSDT,2025-07-14 08:00,2025-07-14 14:44,0.002199,0.00211104,1284.75,584240.7232883085,6.75,STOP_LOSS,RSI+OBV,ad_full,0.09,-53.2784,-4.147
RENDERUSDT,2025-07-14 12:00,2025-07-14 18:59,3.861,3.70656,323.52,83.79174191598597,7.0,STOP_LOSS,RSI+OBV,ad_full,1.53,-13.4164,-4.147
ZENUSDT,2025-07-14 12:00,2025-07-14 20:29,8.57,8.2272,323.52,37.750281859699164,8.5,STOP_LOSS,RSI+OBV,ad_full,1.63,-13.4164,-4.147
VETUSDT,2025-07-14 12:00,2025-07-14 20:29,0.02505,0.024048,323.52,12914.966688128618,8.5,STOP_LOSS,RSI+OBV,ad_full,1.16,-13.4164,-4.147
HIGHUSDT,2025-07-14 16:00,2025-07-15 02:29,0.608,0.58368,1231.9,2026.1537999054822,10.5,STOP_LOSS,RSI+OBV,ad_full,1.32,-51.087,-4.147
BTCUSDT,2025-07-14 20:00,2025-07-15 20:14,119939.41,116580.38,309.48,0.002580262189536146,24.25,TIME_24H,RSI,ad_full,0.42,-9.1249,-2.949
PENGUUSDT,2025-07-15 00:00,2025-07-15 00:29,0.029895,0.03020654,310.28,10378.992075453407,0.5,TRAILING,RSI+OBV,ad_full,3.1,2.7656,0.891
HFTUSDT,2025-07-15 00:00,2025-07-15 03:44,0.0777,0.07947800000000001,310.28,3993.3071826985793,3.75,TRAILING,MACD,ad_A_only,4.38,6.6294,2.137
SIGNUSDT,2025-07-15 04:00,2025-07-15 06:14,0.07169,0.0726082,1217.02,16976.141149017098,2.25,TRAILING,RSI,ad_full,3.35,13.7503,1.13
UNIUSDT,2025-07-15 08:00,2025-07-16 02:14,9.049,9.3443,1218.94,134.70409320796898,18.25,TRAILING,MACD,ad_full,5.37,37.9199,3.111
HFTUSDT,2025-07-15 12:00,2025-07-15 14:29,0.0803,0.081438,899.41,11200.615317453721,2.5,TRAILING,RSI,ad_A_only,3.49,11.3876,1.266
HAEDALUSDT,2025-07-15 16:00,2025-07-15 16:14,0.2031,0.205702,303.58,1494.7551826418326,0.25,TRAILING,MACD,ad_full,3.35,3.4311,1.13
PNUTUSDT,2025-07-15 16:00,2025-07-16 00:29,0.2783,0.28478800000000004,303.58,1090.8543930814094,8.5,TRAILING,RSI+OBV,ad_full,4.42,6.6168,2.18
JASMYUSDT,2025-07-15 16:00,2025-07-16 01:59,0.01609,0.016620799999999998,303.58,18867.91656895937,10.0,TRAILING,RSI+OBV,ad_full,5.41,9.5522,3.146
1MBABYDOGEUSDT,2025-07-15 20:00,2025-07-16 01:59,0.0013433,0.00138082,306.55,228206.1344644728,6.0,TRAILING,RSI+OBV,ad_full,4.89,8.096,2.641
THETAUSDT,2025-07-16 00:00,2025-07-16 22:44,0.835,0.86338,300.39,359.7444775217498,22.75,TRAILING,RSI+OBV,ad_full,5.51,9.7513,3.246
COMPUSDT,2025-07-16 04:00,2025-07-16 09:44,49.16,49.6272,731.99,14.889998358083508,5.75,TRAILING,RSI+OBV,ad_full,3.01,5.8534,0.8
CTKUSDT,2025-07-16 04:00,2025-07-16 12:29,0.3331,0.319776,731.99,2197.515218503108,8.5,STOP_LOSS,RSI+OBV,ad_full,1.08,-30.3557,-4.147
ZROUSDT,2025-07-16 04:00,2025-07-16 22:59,2.203,2.2638,731.99,332.27068510367013,19.0,TRAILING,RSI+OBV,ad_full,4.86,19.0889,2.608
1MBABYDOGEUSDT,2025-07-16 12:00,2025-07-16 16:59,0.0013975,0.001454026,368.36,263588.5149570423,5.0,TRAILING,RSI+OBV,ad_full,6.17,14.3359,3.892
JUPUSDT,2025-07-16 12:00,2025-07-16 19:14,0.5295,0.54488,368.36,695.6845130358199,7.25,TRAILING,RSI+OBV,ad_full,5.0,10.1391,2.752
COMPUSDT,2025-07-16 16:00,2025-07-16 22:59,49.79,50.5092,701.75,14.094133197382678,7.0,TRAILING,RSI+OBV,ad_full,3.51,9.0763,1.293
PIXELUSDT,2025-07-16 20:00,2025-07-17 01:59,0.04414,0.0423744,380.57,8621.875793921257,6.0,STOP_LOSS,RSI+OBV,ad_full,2.17,-15.7822,-4.147
JASMYUSDT,2025-07-16 20:00,2025-07-17 20:14,0.01691,0.01669,380.57,22505.59417762769,24.25,TIME_24H,RSI+OBV,ad_full,2.42,-5.5184,-1.45
HBARUSDT,2025-07-17 00:00,2025-07-17 07:14,0.23615,0.23954140000000002,590.88,2502.1203657915853,7.25,TRAILING,RSI+OBV,ad_full,3.51,7.593,1.285
CKBUSDT,2025-07-17 00:00,2025-07-17 11:29,0.004399,0.00454916,590.88,134320.46473782288,11.5,TRAILING,RSI+OBV,ad_full,5.52,19.2681,3.261
WLDUSDT,2025-07-17 00:00,2025-07-17 20:14,1.107,1.0627199999999999,590.88,533.7630753222068,20.25,STOP_LOSS,RSI+OBV,ad_full,2.35,-24.5036,-4.147
STXUSDT,2025-07-17 04:00,2025-07-17 07:29,0.809,0.82124,363.81,449.6989266295621,3.5,TRAILING,RSI,ad_full,3.58,4.9545,1.362
IOTXUSDT,2025-07-17 08:00,2025-07-17 21:44,0.02304,0.023372999999999998,483.81,20998.786632473217,13.75,TRAILING,RSI,ad_full,3.52,6.2616,1.294
THETAUSDT,2025-07-17 08:00,2025-07-18 01:29,0.854,0.87906,483.81,566.5246417004485,17.5,TRAILING,RSI+OBV,ad_full,5.04,13.4607,2.782
EIGENUSDT,2025-07-17 12:00,2025-07-17 16:44,1.541,1.4793599999999998,609.79,395.7106343222516,4.75,STOP_LOSS,MACD,ad_full,2.01,-25.288,-4.147
CKBUSDT,2025-07-17 20:00,2025-07-18 07:44,0.004391,0.00467264,584.6,133135.25906247683,11.75,TRAILING,RSI+OBV,ad_full,8.59,36.5912,6.259
ETHFIUSDT,2025-07-18 00:00,2025-07-18 01:14,1.321,1.3504399999999999,716.12,542.1032018623469,1.25,TRAILING,MACD+RSI,ad_full,4.31,14.8734,2.077
STXUSDT,2025-07-18 00:00,2025-07-18 02:59,0.847,0.86142,716.12,845.4761861395043,3.0,TRAILING,RSI,ad_full,3.78,11.1084,1.551
PENDLEUSDT,2025-07-18 04:00,2025-07-18 06:44,4.274,4.38158,633.86,148.30704373912357,2.75,TRAILING,RSI+OBV,ad_full,4.61,14.9921,2.365
ARKMUSDT,2025-07-18 04:00,2025-07-18 07:44,0.588,0.59878,633.86,1078.000518607167,3.75,TRAILING,RSI+OBV,ad_full,3.91,10.6613,1.682
XAIUSDT,2025-07-18 04:00,2025-07-18 07:44,0.0655,0.06664,633.86,9677.317632687238,3.75,TRAILING,RSI,ad_full,3.82,10.0731,1.589
VICUSDT,2025-07-18 04:00,2025-07-18 20:29,0.2779,0.26678399999999997,54.11,194.71729135348562,16.5,STOP_LOSS,MACD+RSI,ad_A_only,2.52,-2.244,-4.147
DYMUSDT,2025-07-18 08:00,2025-07-18 08:44,0.302,0.30772,632.52,2094.4488006603515,0.75,TRAILING,RSI+OBV,ad_full,3.97,11.0225,1.743
TRBUSDT,2025-07-18 08:00,2025-07-18 14:44,45.15,43.343999999999994,642.04,14.220075237433345,6.75,STOP_LOSS,MACD+RSI,ad_full,1.51,-26.6252,-4.147
PHAUSDT,2025-07-18 08:00,2025-07-18 15:44,0.121,0.11615999999999999,642.04,5306.085925372856,7.75,STOP_LOSS,MACD+RSI,ad_full,0.83,-26.6252,-4.147
API3USDT,2025-07-18 08:00,2025-07-18 20:29,0.772,0.74112,642.04,831.6533639509269,12.5,STOP_LOSS,RSI+OBV,ad_full,2.46,-26.6252,-4.147
HOTUSDT,2025-07-18 12:00,2025-07-18 20:29,0.001087,0.00104352,642.07,590676.64714686,8.5,STOP_LOSS,RSI+OBV,ad_full,1.47,-26.6265,-4.147
ALICEUSDT,2025-07-18 16:00,2025-07-19 14:59,0.4802,0.460992,615.75,1282.2799712195908,23.0,STOP_LOSS,MACD,ad_full,2.0,-25.5352,-4.147
IOTXUSDT,2025-07-18 16:00,2025-07-19 16:14,0.02343,0.02295,615.75,26280.44567561449,24.25,TIME_24H,RSI,ad_full,1.11,-13.5288,-2.197
CHRUSDT,2025-07-19 00:00,2025-07-19 07:44,0.0939,0.09506,641.5,6831.767637901364,7.75,TRAILING,RSI+OBV,ad_full,3.3,6.9567,1.084
COSUSDT,2025-07-19 00:00,2025-07-20 00:14,0.003587,0.003555,641.5,178841.08759379372,24.25,TIME_24H,MACD,ad_full,1.51,-6.6809,-1.041
BBUSDT,2025-07-19 08:00,2025-07-19 10:59,0.111,0.11368,323.98,2918.71271664046,3.0,TRAILING,RSI+OBV,ad_full,4.5,7.3303,2.263
SNXUSDT,2025-07-19 08:00,2025-07-19 19:44,0.701,0.71246,323.98,462.1642104808717,11.75,TRAILING,RSI+OBV,ad_full,3.71,4.8065,1.484
ARKMUSDT,2025-07-19 12:00,2025-07-19 21:29,0.562,0.5723199999999999,331.04,589.0353541067963,9.5,TRAILING,MACD,ad_full,3.91,5.5777,1.685
ENAUSDT,2025-07-19 16:00,2025-07-19 16:29,0.4073,0.416794,590.52,1449.850590920559,0.5,TRAILING,RSI+OBV,ad_full,4.42,12.8688,2.179
ZKUSDT,2025-07-19 20:00,2025-07-20 10:59,0.06008,0.06182819999999999,511.7,8516.895025881358,15.0,TRAILING,RSI,ad_full,5.01,14.1105,2.758
IOSTUSDT,2025-07-19 20:00,2025-07-20 11:59,0.003828,0.0039886,511.7,133671.64397987252,16.0,TRAILING,MACD,ad_full,6.32,20.684,4.042
ZILUSDT,2025-07-19 20:00,2025-07-20 18:29,0.0132,0.013621999999999999,511.7,38764.77675416303,22.5,TRAILING,MACD,ad_full,5.3,15.5789,3.045
ACXUSDT,2025-07-20 08:00,2025-07-20 10:14,0.1985,0.202566,485.51,2445.8980170404493,2.25,TRAILING,RSI+OBV,ad_full,4.13,9.2093,1.897
JUPUSDT,2025-07-20 08:00,2025-07-20 17:14,0.5447,0.559678,485.51,891.3360682624,9.25,TRAILING,RSI+OBV,ad_full,4.85,12.6122,2.598
REZUSDT,2025-07-20 12:00,2025-07-20 17:14,0.01421,0.0143864,303.39,21350.4334833471,5.25,TRAILING,RSI+OBV,ad_full,3.31,3.3083,1.09
LISTAUSDT,2025-07-20 12:00,2025-07-21 00:29,0.2793,0.268128,624.88,2237.2931090376237,12.5,STOP_LOSS,RSI+OBV,ad_full,1.15,-25.9136,-4.147
AAVEUSDT,2025-07-20 12:00,2025-07-21 12:14,327.88,329.49,624.88,1.905806896895841,24.25,TIME_24H,RSI+OBV,ad_full,2.26,2.1287,0.341
CYBERUSDT,2025-07-20 20:00,2025-07-20 22:14,1.816,1.86298,443.93,244.45448448708163,2.25,TRAILING,RSI,ad_full,4.68,10.81,2.435
VTHOUSDT,2025-07-20 20:00,2025-07-21 00:14,0.002246,0.00230496,443.93,197653.31426025834,4.25,TRAILING,MACD,ad_full,4.72,10.979,2.473
WUSDT,2025-07-20 20:00,2025-07-21 09:29,0.0943,0.098,443.93,4707.628248446875,13.5,TRAILING,RSI,ad_full,6.04,16.7393,3.771
